Title,Type,Price,Location,Baths,Area,Beds,Amenities,Link
Triple Storey House For Sale In Gojra,House,PKR70 Lakh,"Jhang Gojra Road, Gojra, Punjab",5,6.5 Marla,7,Built in year: 2017; Parking Spaces: 1; Flooring; Electricity Backup; Bedrooms: 7; Bathrooms: 5; Kitchens: 2; ,https://www.zameen.com/Property/gojra_jhang_gojra_road_triple_storey_house_for_sale_in_gojra-26629546-10304-1.html
House For Sale In Beautiful Shadman Park Colony,House,PKR75 Lakh,"Shadman Park Colony, Gojra, Punjab",2,7 Marla,2,,https://www.zameen.com/Property/gojra_shadman_park_colony_house_for_sale_in_beautiful_shadman_park_colony-25910984-10289-1.html
4 Marla Newly Built Double Storey House For Sale,House,PKR55 Lakh,"Quaid-e-Azam Road, Gojra, Punjab",3,4 Marla,3,Bedrooms: 3; Bathrooms: 3; Kitchens: 1; Store Rooms: 1; Lounge or Sitting Room; ,https://www.zameen.com/Property/gojra_quaid_e_azam_road_4_marla_newly_built_double_storey_house_for_sale-9403753-10308-1.html
Nawan Lahore House For Sale,House,PKR43 Lakh,"Others, Gojra, Punjab",3,5 Marla,4,Drawing Room; ,https://www.zameen.com/Property/gojra_others_nawan_lahore_house_for_sale-39001426-10282-1.html
"Ashraf Colony St#4 Beautiful Double Storey House For Sale , Electricity Sui Gas Available",House,PKR48 Lakh,"Ashraf Colony, Gojra, Punjab",3,5 Marla,4,,https://www.zameen.com/Property/gojra_ashraf_colony_ashraf_colony_st_4_beautiful_double_storey_house_for_sale_electricity_sui_gas_available-40059879-10295-1.html
Ready To Buy A House 900 Square Feet In Mochi Wala Road,House,PKR50 Lakh,"Mochi Wala Road, Gojra, Punjab",1,4 Marla,2,,https://www.zameen.com/Property/gojra_mochi_wala_road_ready_to_buy_a_house_900_square_feet_in_mochi_wala_road-38849058-10303-1.html
4 Marla Double Storey House ( Semi Furnished),House,PKR85 Lakh,"Jhang Gojra Road, Gojra, Punjab",6,4 Marla,5,,https://www.zameen.com/Property/gojra_jhang_gojra_road_4_marla_double_storey_house_semi_furnished_-35628390-10304-1.html
House Of 2025 Square Feet For Sale In Usman Town,House,PKR1.63 Crore,"Usman Town, Gojra, Punjab",3,9 Marla,5,,https://www.zameen.com/Property/gojra_usman_town_house_of_2025_square_feet_for_sale_in_usman_town-32867197-10296-1.html
House For Sale In Gojra (double Story),House,PKR1.5 Crore,"Baseline Road, Gojra, Punjab",5,8 Marla,6,Parking Spaces; Flooring; Drawing Room; Dining Room; Kitchens: 2; Nearby Schools; Nearby Hospitals; Other Nearby Places; ,https://www.zameen.com/Property/gojra_baseline_road_house_for_sale_in_gojra__double_story_-37814878-10305-1.html
We Made It For Ourself Not For Selling So You Understand That We Use Every Material Of Quality 100%,House,PKR1 Crore,"Saman Zar Colony, Gojra, Punjab",4,7 Marla,7,Parking Spaces: 6; Flooring; Electricity Backup; Other Main Features; Bedrooms: 6; Bathrooms: 3; Kitchens: 2; Nearby Schools; Nearby Hospitals; ,https://www.zameen.com/Property/gojra_saman_zar_colony_we_made_it_for_ourself_not_for_selling_so_you_understand_that_we_use_every_material_of_quality_100_-37582535-10284-1.html
4 Marla House For Sale,House,PKR47 Lakh,"Mochi Wala Road, Gojra, Punjab",2,4 Marla,2,Nearby Schools; Other Nearby Places; ,https://www.zameen.com/Property/gojra_mochi_wala_road_4_marla_house_for_sale-31210099-10303-1.html
10 Marla House Is Available For Sale In Main Bazar Gojra (Kacha Gojra),House,PKR1.1 Crore,"Others, Gojra, Punjab",4,10 Marla,6,,https://www.zameen.com/Property/gojra_others_10_marla_house_is_available_for_sale_in_main_bazar_gojra__kacha_gojra_-31669140-10282-1.html
6.5  Marla Corner Double Storey House Urgently For Sale,House,PKR50 Lakh,"Gojra Bypass, Gojra, Punjab",4,6.5 Marla,3,,https://www.zameen.com/Property/gojra_gojra_bypass_6_5__marla_corner_double_storey_house_urgently_for_sale-31160228-15696-1.html
This Is Your Chance To Buy House In Pansera Gojra Road,House,PKR1.55 Crore,"Pansera Gojra Road, Gojra, Punjab",4,8 Marla,4,,https://www.zameen.com/Property/gojra_pansera_gojra_road_this_is_your_chance_to_buy_house_in_pansera_gojra_road-30952597-10312-1.html
5 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46284611-21140-1.html
5 Marla Villa Early Bird Block New Metro City Gujar Khan For Sale,House,PKR1.04 Crore,"New Metro City, Gujar Khan, Punjab",4,5 Marla,4,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floors: 02; Bedrooms: 4; Bathrooms: 4; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_marla_villa_early_bird_block_new_metro_city_gujar_khan_for_sale-45892386-21140-1.html
8 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR1.45 Crore,"New Metro City, Gujar Khan, Punjab",3,8 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_8_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274555-21140-1.html
5 Merla Villas Available In New Metro City Gujar In Early Bird Block,House,PKR96.89 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_available_in_new_metro_city_gujar_in_early_bird_block-46318042-21140-1.html
8 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR1.45 Crore,"New Metro City, Gujar Khan, Punjab",3,8 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_8_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274514-21140-1.html
New Metro City 5 Merla villas early bird block A,House,PKR98 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,Double Glazed Windows; Central Air Conditioning; Central Heating; Waste Disposal; Furnished; ,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_new_metro_city_5_merla_villas_early_bird_block_a-46267061-21140-1.html
7 Marla Villa Early Bird Block New Metro City Gujar Khan For Sale,House,PKR1.38 Crore,"New Metro City, Gujar Khan, Punjab",4,7 Marla,4,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 4; Bathrooms: 4; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Community Centre; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/gujar_khan_new_metro_city_7_marla_villa_early_bird_block_new_metro_city_gujar_khan_for_sale-45892514-19691-1.html
7 Marla Villa Early Bird Block New Metro City Gujar Khan For Sale,House,PKR1.38 Crore,"New Metro City, Gujar Khan, Punjab",4,7 Marla,4,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 4; Bathrooms: 4; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_7_marla_villa_early_bird_block_new_metro_city_gujar_khan_for_sale-45892467-21140-1.html
5 Marla Villa Early Bird Block For Sale,House,PKR1.04 Crore,"New Metro City, Gujar Khan, Punjab",4,5 Marla,4,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floors: 02; Bedrooms: 4; Bathrooms: 4; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/gujar_khan_new_metro_city_5_marla_villa_early_bird_block_for_sale-45892229-19691-1.html
In New Metro City 5 Marla House For sale,House,PKR1.04 Crore,"New Metro City, Gujar Khan, Punjab",4,5 Marla,3,Flooring; Electricity Backup; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Maintenance Staff; Security Staff; Facilities for Disabled; ,https://www.zameen.com/Property/gujar_khan_new_metro_city_in_new_metro_city_5_marla_house_for_sale-44489217-19691-1.html
5 Marla Villa Is Available For Sale In New Metro City On Monthly Installments,House,PKR1.04 Crore,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,Parking Spaces; Flooring; Bedrooms: 3; Bathrooms: 3; ,https://www.zameen.com/Property/gujar_khan_new_metro_city_5_marla_villa_is_available_for_sale_in_new_metro_city_on_monthly_installments-44603155-19691-1.html
5 Merla Villas Available In New Metro City Gujar In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_available_in_new_metro_city_gujar_in_early_bird_block-46317932-21140-1.html
5 Marla Villas available in Metro city gujar khan,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_marla_villas_available_in_metro_city_gujar_khan-46290874-21140-1.html
5 Marla Villas available in Metro city gujar khan,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_marla_villas_available_in_metro_city_gujar_khan-46290865-21140-1.html
8 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR1.45 Crore,"New Metro City, Gujar Khan, Punjab",3,8 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_8_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274903-21140-1.html
7Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR1.42 Crore,"New Metro City, Gujar Khan, Punjab",3,7 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_7merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274841-21140-1.html
5 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274631-21140-1.html
5 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274612-21140-1.html
8 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR1.45 Crore,"New Metro City, Gujar Khan, Punjab",3,8 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_8_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46274573-21140-1.html
House For Sale Is Readily Available In Prime Location Of New Metro City,House,PKR1.38 Crore,"New Metro City, Gujar Khan, Punjab",4,7 Marla,3,Flooring; Bathrooms: 4; Drawing Room; Broadband Internet Access; Community Lawn or Garden; Community Gym; Kids Play Area; Barbeque Area; Mosque; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/gujar_khan_new_metro_city_house_for_sale_is_readily_available_in_prime_location_of_new_metro_city-44623883-19691-1.html
5 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46284604-21140-1.html
5 Merla villas In Metro City Gujar Khan In Early Bird Block,House,PKR96 Lakh,"New Metro City, Gujar Khan, Punjab",3,5 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_5_merla_villas_in_metro_city_gujar_khan_in_early_bird_block-46284601-21140-1.html
8 Marla house In Metro City Gujar Khan In Early Bird,House,PKR1.58 Crore,"New Metro City, Gujar Khan, Punjab",3,8 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_8_marla_house_in_metro_city_gujar_khan_in_early_bird-46274268-21140-1.html
7 Marla House Available In New Metro City Gujar Khan In Early Bird Block,House,PKR1.38 Crore,"New Metro City, Gujar Khan, Punjab",3,7 Marla,3,,https://www.zameen.com/Property/new_metro_city_sector_1_new_metro_city_sector_1_-_early_bird_block_a_7_marla_house_available_in_new_metro_city_gujar_khan_in_early_bird_block-46269587-21140-1.html
Modern Elevation Kanal House & Classy Interior Design In CC Block Prime Location Available For Sale,House,PKR7 Crore,"Citi Housing Society, Gujranwala, Punjab",6,1 Kanal,6,Parking Spaces; Double Glazed Windows; Flooring; Waste Disposal; Floors: 3; Bedrooms: 5; Bathrooms: 7; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Store Rooms:  1; Steam Room; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/gujranwala_citi_housing_society_modern_elevation_kanal_house_classy_interior_design_in_cc_block_prime_location_available_for_sale-46229507-3083-1.html
New Classy House 5 Marla In E Block Phase 2 Near Main Road Citi Housing GRW,House,PKR1.8 Crore,"Citi Housing Society, Gujranwala, Punjab",5,5 Marla,4,Parking Spaces; Double Glazed Windows; Flooring; Waste Disposal; Floors: 3; Bedrooms: 4; Bathrooms: 5; Drawing Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; ,https://www.zameen.com/Property/gujranwala_citi_housing_society_new_classy_house_5_marla_in_e_block_phase_2_near_main_road_citi_housing_grw-46286828-3083-1.html
Spacious House 10 Marla In CC Block Facing Park Available For Sale In Citi Housing,House,PKR4 Crore,"Citi Housing Society, Gujranwala, Punjab",6,10 Marla,6,Parking Spaces; Double Glazed Windows; Flooring; Waste Disposal; Floors: 3; Bedrooms: 6; Bathrooms: 6; Drawing Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Community Centre; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/gujranwala_citi_housing_society_spacious_house_10_marla_in_cc_block_facing_park_available_for_sale_in_citi_housing-46414444-3083-1.html
Gray structure house for sale,House,PKR90 Lakh,"Citi Housing Society, Gujranwala, Punjab",4,5 Marla,3,Flooring; Electricity Backup; Bedrooms: 3; Bathrooms: 4; Kitchens: 2; Broadband Internet Access; Community Gym; Day Care Centre; Kids Play Area; Mosque; Maintenance Staff; Security Staff; ,https://www.zameen.com/Property/gujranwala_citi_housing_society_gray_structure_house_for_sale-46456124-3083-1.html
